year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2004,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.13,4810,625,North America,C055,3.2,9.2,14.49009264,67606000,54.57042524,31.95894507,79.757,11.4,746.7,0.0547,0.146,0.863,105.4,75,53.63758214,27.4,91.8437378,3.26,-1.894444654,3.346389145,18.02920731,2.517696473,3.495262698
2004,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.79,540,427,Latin America and the Caribbean,C056,20.9,25.8,6.781316164,618000,45.81498881,29.73405929,87.928,20.5,1989,0.425,0.721,0.676,158.1,23,53.63758214,11.5,81.5261192,0.9,1.321439834,2.525728644,13.33424535,3.068052935,3.425371463
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.057,88,5,Europe and Central Asia,C003,2.4,6.5,9.658101195,19952000,27.34830662,99.70708919,58.813,19,1113.6,0.161,0.372,0.628,173.1,87,53.63758214,17.4,80.41516637,7.69,-2.789683156,2.912350665,16.80884,2.995732274,4.612216196
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.5,34,17,Europe and Central Asia,C007,6.1,10.8,6.86359114,7282000,40.42781935,70.4986377,70.584,27.5,799.9,0.0978,0.0798,0.215,100.1,40,53.63758214,15.4,94.55045088,6.41,0,2.797281335,15.80091625,3.349904087,4.269678396
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.32,478,153,Europe and Central Asia,C011,3.5,7.8,6.348552112,24747000,14.77374362,132.1669169,73.602,23.4,702.7,0.0268,0.133,0.335,164.3,43,53.63758214,16.7,97.57142857,7.57,-0.752121183,2.87356464,17.02421487,3.194583132,4.891603356
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.067,104,7,Europe and Central Asia,C017,5.2,9.2,10.30761175,21500000,24.32530937,236.4646806,75.98,15.1,702.6,0.0231,0.168,0.542,173.2,82,53.63758214,17.5,93.12945208,8.47,-2.619968733,2.917770732,16.88356354,2.778819272,5.470018899
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.071,56,4,Europe and Central Asia,C047,8.2,13.8,7.795639878,92563000,28.44458174,87.4654972,77.263,13.5,643.7,0.0259,0.0246,1.031,126,70,53.63758214,25.4,94.70088066,3.34,-2.558518467,3.27336401,18.34340006,2.674148649,4.482612614
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.081,37,3,Europe and Central Asia,C014,2.5,6.2,5.039820478,3378000,25.5319138,31.95977825,68.735,9.4,619.7,0.00634,0.101,0.511,147.6,64,53.63758214,12.5,88.14285714,5.38,-2.417654423,2.602689685,15.03279467,2.341805806,3.495287977
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.023,175,4,Europe and Central Asia,C015,-1,3.1,8.287995755,3140000,22.19061803,17.22346761,82.905,7.2,621.7,0.00907,0.238,1.092,182,96,53.63758214,19.6,93.81841352,7.05,-3.70745584,3.025291076,14.95973368,2.104134154,2.902710193
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.041,824,34,Europe and Central Asia,C016,7.1,11.4,10.28246185,185829000,27.45205573,115.4005793,77.13,13.3,686,0.0614,0.127,2.201,146,75,53.63758214,26.5,82.81183349,7.22,-3.129263666,3.314186005,19.04033746,2.660259537,4.757037512
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.123,300,37,Europe and Central Asia,C054,6.4,9.5,8.418978802,29970000,18.57931157,249.6639772,79.915,11.9,1207.5,0.0275,0.336,1.116,183.9,86,53.63758214,16.7,86.56460355,3.72,-1.957365028,2.87356464,17.21570747,2.557227311,5.524113306
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.606,774,469,Europe and Central Asia,C018,11.1,15.3,8.578256224,15938000,39.16567147,85.23905353,74.452,19.9,704,0.114,0.0733,0.967,94.4,43,53.63758214,36.2,91.22699986,4.78,0.429643026,3.616308761,16.58421682,3.039749159,4.457123132
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.455,112,51,Europe and Central Asia,C009,6.6,11.2,6.837653125,45762000,15.01112705,77.01638553,54.315,23.3,1232.7,0.0964,0.197,0.662,153.5,34,53.63758214,21.6,95.14943718,5.45,-0.180126166,3.117949906,17.63896463,3.19047635,4.356918876
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.277,311,86,Europe and Central Asia,C019,5.4,10.2,7.976222917,36173000,29.84217044,112.5662872,66.365,23.3,703.7,0.0152,0.042,0.213,141.4,50,53.63758214,19.8,97.14943718,7.91,-0.957170279,3.034952987,17.40382357,3.19047635,4.732386695
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.071,42,3,Europe and Central Asia,C022,6.9,10.2,7.732096369,7333000,21.13214804,60.38487444,60.477,8.9,1107.5,0.0268,0.393,0.526,205,74,53.63758214,20.6,79.24698495,5.46,-2.558518467,3.072693315,15.8078954,2.292534757,4.11716346
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.195,343,67,Europe and Central Asia,C023,9.9,13.9,8.352968004,59230000,22.51142029,196.0296093,67.738,19.9,805.7,0.115,0.141,1.175,120.5,50,53.63758214,24.9,91.94128557,4.04,-1.413969083,3.254242969,17.89693875,3.039749159,5.283354018
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.53,55,29,Latin America and the Caribbean,C031,14.4,21.7,5.836122053,103146000,57.76345015,54.24131382,76.308,19.6,712.4,0.0155,0.0102,0.806,58.8,35,90.65382877,8.6,97.71428571,1.05,0.119903927,2.261763098,18.45165603,3.025291076,4.011711112
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.14,50,7,Sub-Saharan Africa,C028,18.2,23.5,4.161812883,438000,13.06180343,135.2953755,15.054,21,954.8,0.475,0.472,1.366,83.3,28,15.41107557,5,91.09754777,1.1,-1.809334614,1.791759469,12.98997647,3.091042453,4.914824409
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.039,256,10,Europe and Central Asia,C032,6.7,10.4,9.104669577,10012000,31.58125798,483.4084123,82.63,13.9,812.5,0.127,0.434,0.443,182.2,86,53.63758214,10.3,93.13603212,4.5,-3.180134997,2.424802726,16.11929503,2.701361213,6.182928378
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.021,193,4,Europe and Central Asia,C035,21.8,27.6,8.329493075,3824000,16.94884574,12.65808884,77.675,40.9,44.2,0.000609,0,0.814,10.3,89,53.63758214,17.3,90.27888926,5.16,-3.796510118,2.90690106,15.15680781,3.735285827,2.614331935
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.02,185,4,East Asia and Pacific,C033,6.7,11.3,8.275588681,2366000,23.05208686,15.69974555,86.341,7.1,1400.1,0.0876,0.172,1.182,157.9,96,53.63758214,22.9,85.79842843,6.2,-3.844050022,3.173878459,14.67671175,2.091864062,2.815393483
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.66,53,35,Europe and Central Asia,C038,10.7,15.9,5.805614998,64606000,31.47307846,124.5893154,61.452,16.9,1006.5,0.0528,0.0158,1.032,130.3,34,53.63758214,26.3,85.71428571,6.52,0.661871363,3.306886702,17.98381786,2.884800713,4.833017182
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.192,78,15,Europe and Central Asia,C044,11.2,18.7,8.007510827,1555000,27.77835609,99.32840119,51.533,26.8,587.3,0.0193,0.00655,0.395,77.6,61,53.63758214,10.9,93.42174641,4.83,-1.433108728,2.4765384,14.25698675,3.325036021,4.608448817
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.014,282,4,Europe and Central Asia,C048,-0.6,3.7,8.167282013,4883000,17.70723458,22.16717889,84.319,8.2,635.1,0.0164,0.266,0.881,170.6,92,53.63758214,14.3,84.43515146,2.93,-4.186619838,2.727852828,15.40127055,2.219203484,3.142736574
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.13,4884,635,North America,C055,3.4,9.5,14.50937229,71484000,54.52131579,32.2548766,79.928,12.3,722,0.0523,0.14,1.153,103.6,76,53.63758214,29.7,91.8437378,3.2,-1.894444654,3.424262655,18.08498422,2.587764035,3.504201421
2005,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.8,739,591,Latin America and the Caribbean,C056,21.1,25.9,6.054475915,846000,53.50846169,30.23500368,87.954,21.6,2042.6,0.384,0.557,0.933,161.5,23,53.63758214,12.2,85.24040492,0.9,1.382556039,2.58021683,13.64827582,3.117949906,3.441539379
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.06,431,26,Europe and Central Asia,C003,3,7.3,9.548316577,20269000,27.14986376,100.2016602,58.532,20,1036.7,0.149,0.327,0.907,159.9,86,53.63758214,16.3,80.41516637,7.66,-2.736069275,2.850706502,16.82460323,3.044522438,4.617115162
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.6,55,33,Europe and Central Asia,C007,6.1,11,6.502124586,7499000,44.33350747,69.97166529,70.932,30,666.3,0.059,0.0942,0.571,94.5,40,53.63758214,16.7,94.40759374,6.28,0.404633507,2.87356464,15.83028037,3.433987204,4.262280717
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.35,1130,396,Europe and Central Asia,C011,3.9,8.4,6.173442118,25102000,14.49705002,132.5424595,73.533,24.1,668.1,0.0268,0.132,0.622,149.3,48,53.63758214,15.4,97.85714286,7.45,-0.617723419,2.797281335,17.03845812,3.222867846,4.894419476
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.136,147,20,Europe and Central Asia,C017,5.7,9.8,10.1730123,23569000,24.76359143,236.2251979,76.179,16.5,680.9,0.0233,0.143,1.277,161.1,80,53.63758214,15.8,92.27230923,8.3,-1.842748581,2.821378886,16.97544289,2.862200881,5.469009892
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.037,430,16,Europe and Central Asia,C012,6,9.2,9.185966042,26936000,16.12974333,135.9318,86.098,12.1,756.9,0.021,0.0227,0.957,172.1,95,53.63758214,16.3,90.85031784,3.79,-3.233505135,2.850706502,17.10897428,2.57261223,4.919482992
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.094,562,53,Europe and Central Asia,C047,9.2,14.6,7.898480663,96152000,27.90028036,88.97614934,77.502,14.2,595.4,0.0496,0.0392,0.361,122.3,68,53.63758214,24.2,95.98659494,3.29,-2.256265559,3.226843995,18.38144084,2.721295428,4.499544628
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.085,47,4,Europe and Central Asia,C014,2.8,6.6,4.748945142,3378000,24.62085995,31.77188016,68.607,11,538.9,0.00737,0.0366,0.726,141.7,67,53.63758214,10.7,95.14285714,5.55,-2.365669068,2.459588842,15.03279467,2.48490665,3.489570835
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.009,228,2,Europe and Central Asia,C015,-1.4,2.8,8.284675129,3375000,21.25458361,17.31698399,83.037,8.5,511.4,0.00834,0.17,1.003,169.8,96,53.63758214,19.2,93.81841352,6.99,-4.597138014,3.005682604,15.03190618,2.251291799,2.907828716
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.061,963,59,Europe and Central Asia,C016,7.8,12,10.45180608,193882000,28.72668309,116.2039039,77.377,13.6,822.4,0.0771,0.176,1.204,154.4,74,53.63758214,25.9,84.24040492,7.11,-2.71874549,3.292126287,19.08276029,2.681021529,4.763915186
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.111,296,33,Europe and Central Asia,C054,6.5,9.7,8.682833436,32713000,18.45210556,251.5058901,80.199,12.5,1326.9,0.0311,0.315,1.25,204.5,86,53.63758214,16.8,87.42174641,3.54,-2.072722591,2.879198457,17.30328314,2.602689685,5.531434576
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.579,841,487,Europe and Central Asia,C018,11.1,15.3,8.270948848,17284000,38.39144664,85.49543832,74.827,19.1,675.6,0.102,0.0855,0.991,87.3,44,53.63758214,38.7,92.22699986,4.87,0.31802279,3.681351188,16.66529183,3.000719815,4.460091676
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.341,205,70,Europe and Central Asia,C009,7.4,12,6.910502798,47733000,15.34054674,77.03450432,54.483,24.6,971.9,0.0741,0.206,0.72,140.5,34,53.63758214,21.5,95.14943718,5.62,-0.657429098,3.113515309,17.68113356,3.242592351,4.357151092
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.203,301,61,Europe and Central Asia,C019,5.8,10.8,7.774542173,38318000,29.64626655,112.3911394,66.895,24.6,593,0.0095,0.047,0.254,127.1,52,53.63758214,17.9,97.14943718,7.98,-1.363988604,2.939161922,17.46143034,3.242592351,4.730843252
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.085,199,17,Europe and Central Asia,C022,6.9,10.3,7.633838858,8001000,22.17467207,62.03499782,60.738,8.9,1223.8,0.0383,0.436,1.621,215.4,74,53.63758214,21.3,79.96127067,5.26,-2.365669068,3.104586678,15.89507722,2.292534757,4.143690093
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.328,320,105,Europe and Central Asia,C023,10.6,14.6,8.448864465,66353000,22.24953434,196.6196816,67.856,22.2,663.3,0.107,0.161,1.159,113.9,49,53.63758214,24.7,92.369857,3.99,-0.715687579,3.246490992,18.01049955,3.144152279,5.286344384
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.229,35,8,Europe and Central Asia,C026,5.5,9.8,5.80964362,3635000,37.50570206,52.1682993,66.706,15.1,925.1,0.0256,0.0754,0.923,184,48,53.63758214,25.6,95.28571429,7.16,-1.210905241,3.280911216,15.10611994,2.778819272,3.973462341
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.38,40,15,Latin America and the Caribbean,C031,14.4,21.8,5.655255156,97701000,57.17290909,54.98433087,76.616,18.4,796.4,0.00785,0.0164,0.93,62.8,33,90.65382877,8.4,96.85714286,1.02,-0.488531707,2.240709689,18.39742236,2.965273066,4.025071846
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.063,32,2,Middle East and North Africa,C030,16.2,20.3,8.817903277,1521000,31.72268908,1266.5875,93.784,12.6,432.6,0.054,0.19,0.996,61.6,64,53.63758214,20.3,86.70088066,7.57,-2.684866866,3.058707073,14.23487923,2.610069793,7.144870767
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.09,53,5,Sub-Saharan Africa,C028,17.6,22.9,4.751121222,638000,18.17900494,139.1419919,15.144,19.2,1059.9,0.653,0.756,0.997,83.2,27,15.39555735,5.3,94.81183349,1.1,-2.303683391,1.840549633,13.36609513,3.005682604,4.942656136
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.035,397,14,Europe and Central Asia,C032,7.1,10.8,9.087745508,10739000,33.95440843,484.1854562,83.636,14.5,750.4,0.185,0.57,0.391,172.9,87,53.63758214,10.6,93.13603212,4.34,-3.289644896,2.451005098,16.18939263,2.740840024,6.184531202
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.015,263,4,Europe and Central Asia,C035,22,27.7,7.917562786,4070000,16.65839848,12.76044781,77.95,39.5,64,0.000844,0,0.838,13.2,88,53.63758214,17.4,91.70746069,5.03,-4.121067632,2.912350665,15.2191538,3.701301974,2.621798376
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.05,266,13,East Asia and Pacific,C033,6,10.7,8.655069269,2409000,22.77776219,15.89229425,86.4,7.2,1550.6,0.0973,0.214,1.204,166.4,96,53.63758214,23.7,85.79842843,6.2,-2.92568843,3.206803244,14.6947227,2.104134154,2.826857556
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.381,42,16,Europe and Central Asia,C038,11.6,16.5,5.800777444,65115000,31.02148025,124.5144522,61.341,13.2,676.2,0.135,0.0746,1.561,112.2,37,53.63758214,22.9,88.42857143,6.47,-0.484298869,3.173878459,17.99166551,2.653241965,4.832420909
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.208,303,63,Europe and Central Asia,C039,23.2,28,9.363991201,11282000,36.51595474,115.0353996,58.137,80,40.9,0.000435,0,1.652,14.6,66,53.63758214,17.7,97,3.48,-1.33348897,2.928523524,16.23871918,4.394449155,4.753895314
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.938,32,30,Europe and Central Asia,C040,-9.4,-4.6,5.056693899,6037000,20.53304021,92.15479607,53.305,16.2,490.5,0.0392,0.12,0.253,157,31,53.63758214,8.4,95.69330802,6.74,2.701680753,2.240709689,15.61341792,2.844909384,4.534262583
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.241,145,35,Europe and Central Asia,C044,11,18.2,7.837437686,1617000,28.25751642,99.64587885,51.758,26.3,446.9,0.03,0.00843,0.629,64.1,64,53.63758214,11.8,94.56460355,4.77,-1.144380707,2.549445171,14.29608376,3.306886702,4.611608206
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.014,621,9,Europe and Central Asia,C048,-0.4,3.9,8.081937662,4729000,17.64326776,22.29221704,84.43,9,671.4,0.0143,0.252,0.881,183.1,92,53.63758214,14.7,84.72086575,2.89,-4.186619838,2.753660712,15.36922453,2.302585093,3.148119272
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.12,4318,518,North America,C055,3.3,9.6,14.63622744,183178000,53.69443478,32.56739985,80.099,11.1,764.7,0.0512,0.128,1.026,107.6,73,53.63758214,29.3,91.8437378,3.18,-1.98526708,3.411147713,19.02596892,2.493205453,3.513555353
2006,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.67,908,608,Latin America and the Caribbean,C056,21.2,25.8,8.089712008,883000,43.16394407,30.72624114,87.98,20.9,2010.7,0.417,0.644,0.674,159.3,23,53.63758214,13.1,76.38326206,0.9,0.706650762,2.646174797,13.69108161,3.086486637,3.457144135
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.082,440,36,Europe and Central Asia,C003,3.7,8,9.545275645,20773000,27.20098749,100.5269874,58.249,14.8,1149.3,0.139,0.271,2.137,173.9,81,53.63758214,17.5,80.70088066,7.75,-2.404445515,2.917770732,16.84916467,2.76000994,4.620324649
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.308,39,12,Europe and Central Asia,C010,13.8,18.9,5.42193343,2671000,56.21895722,116.2200216,67.982,20.1,460.5,0.013,0,1.938,67.5,53,53.63758214,28.7,92.41516637,3.8,-0.807688722,3.391147046,14.79796387,3.04927304,4.764052695
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.46,1230,566,Europe and Central Asia,C011,4.7,9.1,6.011055055,22625000,16.20757647,133.3181618,73.463,17.5,734.5,0.0219,0.0986,0.814,172.4,52,53.63758214,15.9,98.71428571,7.33,-0.160021236,2.827313622,16.93456609,2.917770732,4.900211327
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.064,173,11,Europe and Central Asia,C017,6.1,10.1,10.04413136,24421000,24.83541502,235.9433619,76.378,13.8,874,0.0331,0.185,0.908,195.2,78,53.63758214,16.3,92.8437378,8.24,-2.668296012,2.850706502,17.01095402,2.694627181,5.467821133
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.104,492,51,Europe and Central Asia,C012,6.2,9.3,9.348544026,27138000,16.29170521,136.53595,86.293,10.8,823.5,0.0207,0.027,2.175,187.9,94,53.63758214,17,87.70746069,3.69,-2.145095512,2.890371758,17.11644555,2.468099531,4.923885337
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.096,613,59,Europe and Central Asia,C047,8.4,13.9,7.995819013,98907000,27.69695279,90.61490052,77.74,14.1,692.6,0.0314,0.042,0.721,134.5,67,53.63758214,26,95.12945208,3.25,-2.233223965,3.295836866,18.40969058,2.714694744,4.517593928
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.032,63,2,Europe and Central Asia,C014,3.1,6.7,4.973579284,3378000,24.41262812,31.62727058,68.479,10.6,683.5,0.00926,0.101,0.602,178.3,65,53.63758214,11.6,95.71428571,5.48,-3.37975705,2.533696814,15.03279467,2.451005098,3.48514846
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.015,272,4,Europe and Central Asia,C015,-1,3,8.082621339,3519000,21.37723407,17.39195633,83.168,7.8,640,0.00939,0.23,0.88,199.3,94,53.63758214,19.6,92.94786561,6.73,-4.121067632,3.025291076,15.0736877,2.174751721,2.911913413
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.101,1161,117,Europe and Central Asia,C016,7.5,11.7,10.37538821,193319000,28.90340187,116.9225067,77.621,13.8,837,0.0744,0.204,1.946,159.7,73,53.63758214,26.9,84.09754777,7.06,-2.17742195,3.328626689,19.07985224,2.694627181,4.770027686
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.125,327,41,Europe and Central Asia,C054,6.4,9.7,8.674317921,32778000,18.23818836,253.4719258,80.479,12.2,1309.4,0.0344,0.396,1.332,195.1,84,53.63758214,17.7,87.42174641,3.39,-1.939084184,2.928523524,17.30526815,2.58021683,5.539190519
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.618,972,601,Europe and Central Asia,C018,11.6,16,8.406502776,17284000,36.66234114,85.71352211,75.199,21.2,628.8,0.0849,0.0344,0.946,82.1,46,53.63758214,41.8,91.70088066,4.88,0.480070284,3.756538103,16.66529183,3.100092289,4.462609836
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.404,280,113,Europe and Central Asia,C009,8.1,12.8,7.398467772,52271000,13.5682326,77.01767207,54.651,20,1063.6,0.0754,0.101,0.79,144.3,41,53.63758214,22.3,96.42857143,5.65,-0.388030046,3.148453361,17.7719523,3.044522438,4.356935366
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.252,317,80,Europe and Central Asia,C019,7.1,11.9,7.195594749,39379000,32.21142465,112.2171633,67.421,18.1,641.8,0.00752,0.0114,1.08,136.4,53,53.63758214,16.3,97.14943718,7.19,-1.085349495,2.850706502,17.48874326,2.949688335,4.729307774
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.076,236,18,Europe and Central Asia,C022,7,10.4,7.91256031,8332000,20.76661059,63.85457976,60.94,9.4,1106.6,0.0331,0.448,0.935,209.1,75,53.63758214,22.4,80.81841352,5.1,-2.485988316,3.152736022,15.9356142,2.341805806,4.172147529
2007,3GCRKP,Klebsiella pneumoniae,Cephalosporins (3rd gen),0.349,367,128,Europe and Central Asia,C023,10.8,14.8,8.16504502,70271000,22.51246337,197.6149913,67.974,21.4,709.4,0.111,0.113,1.345,116,52,53.63758214,25.5,92.94128557,3.91,-0.622111407,3.277144733,18.06786977,3.109060959,5.291368234
